team,adjO,adjD
New Mexico St.,110.5,102.6
Davidson,108.4,100.7
Colorado St.,108.5,100.9
Penn St.,104.5,97.2
Mississippi St.,106.6,99.3
College of Charleston,106.2,98.9
Cal St. Bakersfield,100.9,93.7
St. Bonaventure,109.0,101.8
Richmond,110.0,102.8
Louisiana Tech,107.9,100.9
Boise St.,109.2,102.2
Saint Peter's,102.5,95.9
Connecticut,105.2,98.7
Loyola Chicago,108.9,102.5
Fresno St.,104.6,98.2
St. John's,109.0,102.7
Akron,112.6,106.4
Memphis,107.0,101.0
Stanford,104.8,98.9
Oakland,105.0,99.1
Valparaiso,106.3,100.5
Ohio,105.6,99.9
Furman,107.0,101.7
Nebraska,105.0,99.8
Florida Gulf Coast,109.4,104.4
North Carolina St.,112.6,107.6
UNC Asheville,107.4,102.5
San Francisco,102.8,98.0
Harvard,106.7,101.9
Winthrop,106.1,101.6
Chattanooga,106.6,102.3
Lehigh,107.5,103.3
Towson,105.5,101.2
Iona,110.8,106.6
Temple,108.3,104.3
New Mexico,106.5,103.1
Old Dominion,100.7,97.2
UNC Greensboro,107.7,104.5
Buffalo,105.3,102.2
George Mason,107.3,104.2
Arkansas St.,106.3,103.3
Santa Clara,105.5,102.7
Arizona St.,111.9,109.1
Wyoming,104.8,102.0
Toledo,108.8,106.1
Albany,107.5,104.9
Utah St.,106.9,104.5
Georgia St.,103.9,101.5
George Washington,107.7,105.3
William & Mary,111.9,109.7
Missouri St.,108.3,106.0
Rutgers,101.5,99.3
Elon,104.4,102.2
Troy,109.7,107.6
Northern Kentucky,106.8,104.9
UC Irvine,101.8,100.0
La Salle,110.6,108.7
Kent St.,104.9,103.3
Wofford,109.9,108.4
South Dakota,104.2,102.7
Tulsa,104.3,102.9
Mercer,109.6,108.2
Louisiana Lafayette,111.1,109.8
Utah Valley,101.0,99.7
Eastern Michigan,106.1,104.9
Marshall,110.8,109.7
Southern Illinois,104.8,103.7
Yale,106.2,105.2
Grand Canyon,101.6,100.6
Fort Wayne,108.8,108.0
Evansville,104.1,103.2
Rice,107.8,107.1
Missouri,101.5,100.9
Jacksonville St.,105.8,105.2
Massachusetts,100.6,100.0
Northeastern,107.0,106.4
Tennessee St.,100.3,99.7
North Carolina Central,102.2,101.9
Western Michigan,107.1,106.8
Washington,107.7,107.4
Wright St.,106.5,106.2
Lipscomb,107.3,107.0
Samford,107.8,107.5
North Dakota St.,104.6,104.4
North Dakota,103.6,103.5
Northern Iowa,97.6,97.6
Siena,106.2,106.3
Penn,102.6,102.8
LSU,109.7,109.9
Boston College,103.9,104.2
Texas St.,101.3,101.7
Loyola Marymount,103.0,103.4
Nebraska Omaha,108.6,109.0
Texas A&M Corpus Chris,102.8,103.3
New Orleans,101.3,101.8
Weber St.,108.5,109.0
Ball St.,104.7,105.3
Gardner Webb,102.7,103.5
New Hampshire,102.3,103.2
DePaul,103.5,104.5
Saint Joseph's,102.2,103.3
South Dakota St.,110.2,111.4
Eastern Washington,109.6,110.8
Canisius,108.7,109.9
Hofstra,111.1,112.4
Denver,107.7,109.2
Green Bay,102.0,103.4
East Carolina,97.0,98.5
Boston University,101.7,103.4
Washington St.,104.4,106.1
Montana,106.1,108.2
Georgia Southern,105.2,107.3
UAB,103.9,106.4
Murray St.,107.2,109.8
IUPUI,107.0,109.8
Indiana St.,99.6,102.3
UTEP,99.7,102.7
UMBC,107.9,110.9
Fordham,97.0,100.0
Morehead St.,106.7,109.8
Fairfield,99.8,103.1
Northern Illinois,98.9,102.4
Navy,99.9,103.4
Coastal Carolina,101.8,105.4
Rider,100.9,104.6
Mount St. Mary's,99.5,103.4
Tennessee Martin,106.7,110.6
Liberty,99.9,103.8
Texas Southern,103.5,107.5
Stony Brook,101.8,105.9
San Jose St.,100.4,104.5
Holy Cross,98.7,102.9
Idaho,101.8,106.0
Bradley,98.4,102.7
UC Davis,97.8,102.2
UMKC,103.0,107.4
Eastern Illinois,100.1,105.0
Houston Baptist,105.2,110.2
Air Force,104.3,109.5
James Madison,98.8,104.1
Duquesne,101.9,107.3
Long Beach St.,104.6,110.1
Lamar,103.1,108.7
Loyola MD,98.4,104.2
Southeast Missouri St.,103.4,109.3
Central Michigan,111.6,117.6
Army,98.6,104.7
Southeastern Louisiana,97.8,103.9
Western Kentucky,103.0,109.1
Stephen F. Austin,96.7,102.9
Sam Houston St.,97.2,103.4
Columbia,101.1,107.3
Oral Roberts,104.4,110.7
Charlotte,103.1,109.5
Illinois Chicago,101.1,107.5
Portland St.,104.3,110.8
Montana St.,103.1,109.6
Tulane,102.6,109.2
Cleveland St.,96.5,103.1
South Alabama,98.7,105.5
USC Upstate,104.2,111.1
Little Rock,98.3,105.2
Pacific,99.5,106.5
Wagner,101.0,108.0
UNLV,98.3,105.3
Bowling Green,100.1,107.2
Drexel,102.9,110.1
UTSA,95.4,102.7
Kennesaw St.,102.6,110.1
LIU Brooklyn,100.2,107.7
St. Francis PA,102.1,109.7
North Florida,101.8,109.5
Niagara,101.4,109.3
Tennessee Tech,98.9,107.0
Drake,103.0,111.1
Milwaukee,99.9,108.3
San Diego,100.0,108.4
Cal St. Fullerton,97.0,105.5
Louisiana Monroe,98.3,106.8
Cornell,99.7,108.4
Oregon St.,97.0,105.8
Seattle,96.0,104.7
Robert Morris,91.6,100.4
Fairleigh Dickinson,103.1,111.9
Colgate,98.8,107.6
Hawaii,97.0,106.0
High Point,98.9,108.1
Florida Atlantic,98.6,107.9
Eastern Kentucky,98.4,107.9
Saint Louis,95.4,105.0
Appalachian St.,99.5,109.2
Jacksonville,102.3,111.9
FIU,102.9,112.5
Brown,104.1,114.0
Campbell,100.4,110.4
Miami OH,95.9,106.0
Portland,98.7,108.9
Bryant,101.7,112.0
Youngstown St.,102.6,112.9
Northern Colorado,96.6,106.9
Cal St. Northridge,104.1,114.6
Alcorn St.,95.5,106.0
NJIT,98.7,109.2
Manhattan,97.0,107.6
The Citadel,105.5,116.5
Austin Peay,106.2,117.3
Delaware,97.3,108.5
Sacramento St.,100.9,112.2
South Florida,96.4,107.7
Northwestern St.,101.1,112.5
Quinnipiac,101.6,113.0
UMass Lowell,104.3,115.8
Radford,96.1,107.8
Western Illinois,97.1,108.9
Abilene Christian,97.0,108.8
Norfolk St.,94.2,106.1
UT Rio Grande Valley,100.9,112.9
Sacred Heart,97.6,109.7
Detroit,102.3,114.5
Pepperdine,102.0,114.2
Incarnate Word,101.7,114.3
Dartmouth,99.2,112.1
Cal Poly,100.1,113.0
American,95.2,108.1
Central Arkansas,104.0,117.5
Charleston Southern,103.2,116.7
Hampton,93.4,106.9
UC Riverside,92.3,105.9
Marist,100.7,114.3
Prairie View A&M,98.0,111.6
Binghamton,96.3,110.0
Nicholls St.,100.4,114.2
McNeese St.,96.3,110.3
Savannah St.,100.6,114.7
SIU Edwardsville,95.0,109.2
Stetson,100.9,115.4
North Texas,96.3,110.8
Maryland Eastern Shore,97.8,112.7
Western Carolina,90.0,105.1
Northern Arizona,95.1,110.4
Morgan St.,91.2,106.6
Southern Miss,93.0,108.5
Southern,97.9,113.6
Grambling St.,96.5,112.7
VMI,97.6,113.8
Jackson St.,92.8,109.1
Lafayette,96.6,113.3
UC Santa Barbara,91.3,109.2
Idaho St.,97.9,115.8
Southern Utah,101.3,119.7
Hartford,92.5,110.9
Chicago St.,92.3,110.9
South Carolina St.,99.0,118.5
Maine,91.1,110.7
Howard,90.4,110.2
Delaware St.,94.2,114.3
Bethune Cookman,95.0,115.4
Central Connecticut,93.0,113.9
Alabama St.,91.1,112.8
Coppin St.,93.6,115.6
Mississippi Valley St.,95.8,118.3
Florida A&M,93.6,116.2
St. Francis NY,87.9,112.1
Longwood,92.2,117.3
Arkansas Pine Bluff,85.7,111.0
North Carolina A&T,95.4,123.1
Presbyterian,88.9,118.1
Alabama A&M,91.4,121.8

